N_HILL,KQ,p_high_scale,rHP_scale,K_u_scale,u_scale,gamma_scale,n_stable,dH,basin_high_frac,score
6,120,1.2,1.1,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.8,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.1,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.2,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.2,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.2,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.2,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.2,1.0,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.9,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.2,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.3,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.3,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.3,1.0,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.3,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.3,1.0,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.3,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.9,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.2,1.3,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.0,1.0,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,1.0,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.0,1.0,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.9,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.0,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.1,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.1,1.0,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.1,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.9,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.9,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.1,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.2,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.2,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,1.0,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.2,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.9,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.9,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.2,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.3,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,1.0,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.3,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,1.0,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.9,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.9,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.9,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.8,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.3,1.3,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,1.0,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,1.0,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.9,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.9,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.9,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.0,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.1,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,1.0,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.1,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.1,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.9,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.8,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.8,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.1,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.2,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.2,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.2,1.0,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.2,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.9,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.8,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.8,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.2,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,1.0,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,1.0,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.3,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.9,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.9,0.9,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,0.9,0.9,1,0.0,0.0,-0.155
6,120,1.35,1.3,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.0,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.0,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.0,1.0,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.0,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.8,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.8,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.7,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.0,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.1,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.1,1.0,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.1,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.1,1.0,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.1,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.1,1.0,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.9,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.8,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.8,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.7,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.7,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.1,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.2,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.2,1.0,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,1.0,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.9,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.9,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.9,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.8,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.2,0.7,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.3,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.3,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.3,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.9,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.9,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.8,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.8,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.8,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.7,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.7,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.7,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.0,1.3,0.7,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.1,1.0,1.0,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.1,1.0,1.0,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,1.0,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.1,1.0,1.0,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.1,1.0,1.0,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,1.0,0.9,1.0,1,0.0,0.0,-0.155
6,150,1.1,1.0,1.0,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.9,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.9,1.0,0.9,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.9,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.9,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.9,0.95,0.9,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.9,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.9,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.9,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.8,1.0,1.0,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.8,1.0,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.8,0.95,1.0,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.8,0.95,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.8,0.9,0.9,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.8,0.9,1.1,1,0.0,0.0,-0.155
6,150,1.1,1.0,0.7,1.0,0.9,1,0.0,0.0,-0.155
